Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1968","1968","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1968","1968","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1969","1969","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1969","1969","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1970","1970","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1970","1970","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1971","1971","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1971","1971","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1972","1972","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1972","1972","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1973","1973","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1973","1973","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1974","1974","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1974","1974","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1975","1975","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1975","1975","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1976","1976","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1976","1976","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1977","1977","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1977","1977","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1978","1978","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1978","1978","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1979","1979","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1979","1979","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1980","1980","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1980","1980","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1981","1981","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1981","1981","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1982","1982","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1982","1982","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1983","1983","ha","9","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1983","1983","100 g/ha","1873333","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1983","1983","t","1686","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1984","1984","ha","9","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1984","1984","100 g/ha","1916667","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1984","1984","t","1725","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1985","1985","ha","7","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1985","1985","100 g/ha","1897143","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1985","1985","t","1328","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1986","1986","ha","9","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1986","1986","100 g/ha","1790000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1986","1986","t","1611","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1987","1987","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1987","1987","100 g/ha","2000000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1987","1987","t","1200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1988","1988","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1988","1988","100 g/ha","1833333","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1988","1988","t","1100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1989","1989","ha","6","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1989","1989","100 g/ha","2000000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1989","1989","t","1200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1990","1990","ha","10","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1990","1990","100 g/ha","1800000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1990","1990","t","1800","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1991","1991","ha","11","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1991","1991","100 g/ha","1737004","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1991","1991","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1992","1992","ha","13","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1992","1992","100 g/ha","1923077","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1992","1992","t","2500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1993","1993","ha","15","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1993","1993","100 g/ha","1533333","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1993","1993","t","2300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1994","1994","ha","14","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1994","1994","100 g/ha","1663326","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1994","1994","t","2400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1995","1995","ha","15","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1995","1995","100 g/ha","1666667","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1995","1995","t","2500","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1996","1996","ha","12","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1996","1996","100 g/ha","1701633","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1996","1996","t","2000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1997","1997","ha","10","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1997","1997","100 g/ha","1697256","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1997","1997","t","1700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1998","1998","ha","9","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1998","1998","100 g/ha","1698195","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1998","1998","t","1600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","1999","1999","ha","9","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","1999","1999","100 g/ha","1695205","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","1999","1999","t","1600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2000","2000","ha","12","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2000","2000","100 g/ha","1583333","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2000","2000","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2001","2001","ha","13","I","Imputed value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2001","2001","100 g/ha","1695818","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2001","2001","t","2200","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2002","2002","ha","14","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2002","2002","100 g/ha","1642857","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2002","2002","t","2300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2003","2003","ha","14","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2003","2003","100 g/ha","1642857","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2003","2003","t","2300","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2004","2004","ha","11","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2004","2004","100 g/ha","1727273","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2004","2004","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2005","2005","ha","11","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2005","2005","100 g/ha","1727273","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2005","2005","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2006","2006","ha","11","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2006","2006","100 g/ha","1727273","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2006","2006","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2007","2007","ha","11","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2007","2007","100 g/ha","1727273","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2007","2007","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2008","2008","ha","10","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2008","2008","100 g/ha","1700000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2008","2008","t","1700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2009","2009","ha","8","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2009","2009","100 g/ha","2375000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2009","2009","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2010","2010","ha","8","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2010","2010","100 g/ha","2375000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2010","2010","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2011","2011","ha","8","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2011","2011","100 g/ha","2375000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2011","2011","t","1900","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2012","2012","ha","8","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2012","2012","100 g/ha","2125000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2012","2012","t","1700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2013","2013","ha","8","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2013","2013","100 g/ha","2125000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2013","2013","t","1700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2014","2014","ha","8","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2014","2014","100 g/ha","1750000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2014","2014","t","1400","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2015","2015","ha","8","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2015","2015","100 g/ha","2250000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2015","2015","t","1800","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2016","2016","ha","8","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2016","2016","100 g/ha","2000000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2016","2016","t","1600","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2017","2017","ha","8","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2017","2017","100 g/ha","2061250","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2017","2017","t","1649","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2018","2018","ha","10","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2018","2018","100 g/ha","1650000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2018","2018","t","1650","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2019","2019","ha","10","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2019","2019","100 g/ha","1730000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2019","2019","t","1730","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","10","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2020","2020","100 g/ha","1850000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2020","2020","t","1850","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2021","2021","ha","10","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2021","2021","100 g/ha","1760000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2021","2021","t","1760","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01232","Cucumbers and gherkins","2022","2022","ha","10","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01232","Cucumbers and gherkins","2022","2022","100 g/ha","1790000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01232","Cucumbers and gherkins","2022","2022","t","1790","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1961","1961","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1961","1961","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1962","1962","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1962","1962","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1963","1963","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1963","1963","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1964","1964","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1964","1964","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1965","1965","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1965","1965","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1966","1966","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1966","1966","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1967","1967","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1967","1967","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1968","1968","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1968","1968","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1969","1969","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1969","1969","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1970","1970","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1970","1970","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1971","1971","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1971","1971","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1972","1972","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1972","1972","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1973","1973","ha","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1973","1973","t","0","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1974","1974","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1974","1974","100 g/ha","100000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1974","1974","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1975","1975","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1975","1975","100 g/ha","100000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1975","1975","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1976","1976","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1976","1976","100 g/ha","100000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1976","1976","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1977","1977","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1977","1977","100 g/ha","100000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1977","1977","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1978","1978","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1978","1978","100 g/ha","100000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1978","1978","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1979","1979","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1979","1979","100 g/ha","100000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1979","1979","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1980","1980","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1980","1980","100 g/ha","100000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1980","1980","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1981","1981","ha","100","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1981","1981","100 g/ha","100000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1981","1981","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1982","1982","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1982","1982","100 g/ha","100000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1982","1982","t","1000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1983","1983","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1983","1983","100 g/ha","100000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1983","1983","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1984","1984","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1984","1984","100 g/ha","100000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1984","1984","t","1000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1985","1985","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1985","1985","100 g/ha","100000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1985","1985","t","1000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1986","1986","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1986","1986","100 g/ha","100000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1986","1986","t","1000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1987","1987","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1987","1987","100 g/ha","70000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1987","1987","t","700","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01351.01","Currants","1988","1988","ha","100","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","01351.01","Currants","1988","1988","100 g/ha","70000","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","01351.01","Currants","1988","1988","t","700","A","Official figure",""
